pi0_count	pi+_count	kaon0_count	kaon+_count	proton_count	neutron_count
pi0_mass	pi+_mass	kaon0_mass	kaon+_mass	proton_mass	neutron_mass
pi0_pt	pi+_pt	kaon0_pt	kaon+_pt	proton_pt	neutron_pt
0.327234 0.352152 0 0.511633 0.204227 0.180427
568 509 0 62 181 266
0.135002 0.139598 0 0.493608 0.939206 0.939806
0.365599 0.334707 0 0.454634 0.221841 0.206174
528 455 0 56 180 255
0.134998 0.139601 0 0.4936 0.939337 0.939819
0.326066 0.356617 0 0.560297 0.188252 0.173161
585 421 0 60 193 247
0.134999 0.139605 0 0.493591 0.939252 0.939833
0.333635 0.368945 0 0.564821 0.187497 0.157329
759 717 0 72 198 269
0.134996 0.139595 0 0.493599 0.939177 0.939808
0.36938 0.363001 0 0.469329 0.290155 0.225689
477 436 0 48 192 249
0.134992 0.139597 0 0.493608 0.94075 0.93982
0.341721 0.351312 0 0.451649 0.22206 0.148956
509 416 0 47 193 252
0.135002 0.139595 0 0.493605 0.939327 0.93984
0.312551 0.356052 0 0.488924 0.173687 0.141988
445 419 0 63 183 254
0.135004 0.139597 0 0.493613 0.943106 0.939823
0.362786 0.357545 0 0.462712 0.220432 0.16369
732 636 0 73 189 269
0.135002 0.139608 0 0.493601 0.939254 0.939796
0.349853 0.363669 0 0.511064 0.247917 0.210819
574 566 0 55 195 249
0.134998 0.139596 0 0.493594 0.93925 0.939832
0.352615 0.355579 0 0.434722 0.236013 0.173872
405 398 0 40 187 250
0.135002 0.139597 0 0.493602 0.939387 0.939843
0.330846 0.367967 0 0.501815 0.179326 0.129433
476 409 0 59 193 245
0.135004 0.139607 0 0.493597 0.939346 0.939839
0.353291 0.372449 0 0.503627 0.203886 0.157339
269 262 0 23 173 244
0.134993 0.139599 0 0.4936 0.939561 0.939856
0.333515 0.353317 0 0.416566 0.0915381 0.111587
464 383 0 45 180 258
0.135 0.139605 0 0.4936 0.93941 0.939835
0.350182 0.386802 0 0.44531 0.15689 0.155844
440 360 0 41 185 255
0.135003 0.139597 0 0.493603 0.939357 0.939847
0.338766 0.375375 0 0.488192 0.172281 0.101142
534 465 0 68 202 236
0.134999 0.139594 0 0.493597 0.939253 0.939834
0.326636 0.361355 0 0.473242 0.217506 0.129156
416 371 0 28 179 252
0.134999 0.139595 0 0.4936 0.939445 0.939843
0.325452 0.348859 0 0.434668 0.168026 0.15009
710 583 0 73 204 260
0.135 0.139605 0 0.493594 0.939099 0.939786
0.345227 0.35771 0 0.452849 0.251803 0.243188
450 377 0 60 181 250
0.135005 0.139601 0 0.493601 0.939462 0.939847
0.3431 0.365682 0 0.377988 0.150783 0.146495
338 296 0 42 202 233
0.134994 0.139594 0 0.493601 0.939398 0.939855
0.330845 0.380009 0 0.375088 0.175587 0.130742
444 398 0 43 187 244
0.134999 0.139594 0 0.4936 0.939451 0.939857
0.3596 0.348087 0 0.523532 0.19301 0.128103
442 368 0 44 188 252
0.134999 0.139599 0 0.493598 0.939352 0.939826
0.327144 0.365273 0 0.546302 0.21013 0.146788
433 388 0 45 184 252
0.135002 0.139609 0 0.493607 0.939482 0.939817
0.368227 0.397038 0 0.423475 0.138828 0.184787
355 297 0 38 175 257
0.134998 0.139608 0 0.493598 0.939478 0.939847
0.362957 0.389503 0 0.443907 0.155135 0.127754
566 553 0 60 185 251
0.134998 0.139603 0 0.493599 0.939319 0.939801
0.373382 0.387866 0 0.509583 0.253506 0.182616
497 431 0 54 190 262
0.134999 0.139599 0 0.493596 0.939276 0.939839
0.342799 0.350486 0 0.429305 0.241066 0.174445
561 512 0 53 191 245
0.134999 0.139596 0 0.493601 0.939305 0.939839
0.333361 0.367489 0 0.415375 0.197148 0.134
505 416 0 52 189 258
0.135001 0.139598 0 0.4936 0.939374 0.939845
0.359236 0.356909 0 0.521456 0.201691 0.191648
402 353 0 58 184 250
0.134999 0.139608 0 0.493598 0.939324 0.939829
0.348301 0.373739 0 0.484099 0.221469 0.113947
404 368 0 36 195 245
0.135003 0.139595 0 0.493598 0.939404 0.939838
0.356987 0.345821 0 0.435755 0.221838 0.124503
431 393 0 48 181 256
0.135001 0.139601 0 0.493602 0.9394 0.939829
0.344316 0.374237 0 0.50583 0.181866 0.135945
423 355 0 50 195 240
0.135 0.1396 0 0.493598 0.939341 0.939858
0.358652 0.355354 0 0.507861 0.186771 0.116031
480 410 0 59 185 251
0.134992 0.139614 0 0.4936 0.939377 0.939822
0.348044 0.354415 0 0.510674 0.176804 0.155283
483 437 0 57 192 256
0.135015 0.139603 0 0.493589 0.939304 0.939795
0.347998 0.371728 0 0.473161 0.202873 0.174716
579 522 0 67 195 259
0.135 0.139599 0 0.493597 0.939245 0.939815
0.339141 0.353458 0 0.476357 0.237325 0.162321
321 296 0 42 176 244
0.135006 0.139596 0 0.493601 0.939519 0.939848
0.339175 0.392164 0 0.446512 0.138964 0.104403
562 474 0 56 202 266
0.134998 0.139599 0 0.493599 0.939292 0.939825
0.336715 0.372983 0 0.529995 0.230446 0.162677
346 297 0 29 176 255
0.135001 0.1396 0 0.493621 0.939411 0.939847
0.357469 0.360649 0 0.744473 0.150907 0.115585
486 443 0 45 185 252
0.135007 0.139611 0 0.493591 0.939374 0.939808
0.354049 0.358179 0 0.442033 0.174784 0.1808
599 533 0 56 191 261
0.134999 0.139603 0 0.493602 0.939162 0.939808
0.334264 0.362128 0 0.458014 0.231973 0.194291
614 491 0 66 194 256
0.135 0.139606 0 0.493601 0.939267 0.939829
0.321088 0.377443 0 0.510251 0.199698 0.160553
480 415 0 39 194 257
0.135 0.139602 0 0.4936 0.939366 0.939835
0.339545 0.370988 0 0.535169 0.18621 0.160357
573 516 0 51 197 247
0.134997 0.139606 0 0.493601 0.939242 0.939817
0.347082 0.344852 0 0.457997 0.266799 0.165892
494 425 0 43 171 261
0.135006 0.139596 0 0.493602 0.939393 0.939807
0.33298 0.35314 0 0.564501 0.172378 0.144003
497 437 0 47 185 259
0.134999 0.139597 0 0.493599 0.939397 0.939822
0.351664 0.389075 0 0.481188 0.17973 0.154563
625 524 0 60 201 263
0.135 0.139597 0 0.493609 0.939303 0.939799
0.335704 0.354944 0 0.446595 0.216638 0.185365
521 449 0 42 199 261
0.135006 0.139606 0 0.4936 0.939258 0.939821
0.336171 0.376347 0 0.563679 0.236541 0.169164
475 398 0 52 194 244
0.135006 0.139599 0 0.4936 0.93935 0.939829
0.351407 0.364153 0 0.436934 0.212009 0.164946
620 543 0 61 199 252
0.134992 0.139598 0 0.493603 0.939258 0.939811
0.328277 0.368866 0 0.457229 0.222409 0.196715
477 419 0 58 192 247
0.134998 0.139592 0 0.493598 0.93926 0.940198
0.351955 0.380319 0 0.486799 0.215459 0.12487
409 372 0 44 182 260
0.135 0.139609 0 0.4936 0.939644 0.939851
0.329601 0.358268 0 0.51547 0.180193 0.122959
656 554 0 57 195 261
0.134999 0.139602 0 0.493613 0.939267 0.939795
0.339521 0.371781 0 0.513867 0.226841 0.253606
574 516 0 66 185 265
0.135003 0.139598 0 0.493595 0.939257 0.939799
0.332041 0.362208 0 0.472162 0.235438 0.199078
537 480 0 56 196 250
0.135002 0.1396 0 0.493595 0.939338 0.939825
0.348802 0.359223 0 0.509452 0.192092 0.178546
526 465 0 53 202 245
0.135001 0.139601 0 0.4936 0.939273 0.939824
0.346936 0.358472 0 0.42868 0.218596 0.155119
557 500 0 56 195 245
0.135001 0.139591 0 0.493601 0.939291 0.93983
0.373138 0.393554 0 0.450442 0.251396 0.175167
754 641 0 95 204 259
0.134997 0.139594 0 0.493601 0.939171 0.939789
0.340297 0.36954 0 0.487868 0.259292 0.218533
629 559 0 67 194 260
0.134995 0.139598 0 0.493599 0.939342 0.939803
0.358711 0.387412 0 0.461561 0.19947 0.191586
599 537 0 75 192 263
0.135005 0.139602 0 0.493599 0.939271 0.939813
0.356377 0.360853 0 0.542075 0.204029 0.184504
539 445 0 63 194 246
0.134995 0.139603 0 0.4936 0.939285 0.939823
0.331035 0.366464 0 0.386144 0.204318 0.145408
619 578 0 59 195 258
0.135012 0.139593 0 0.4936 0.93913 0.939825
0.352887 0.368187 0 0.475467 0.280473 0.176836
600 559 0 59 166 285
0.135003 0.139602 0 0.493601 0.939285 0.939795
0.340117 0.369771 0 0.49212 0.21687 0.194834
377 352 0 42 198 244
0.135003 0.139608 0 0.4936 0.939339 0.939815
0.346435 0.347089 0 0.513422 0.18169 0.169396
487 422 0 48 187 241
0.135003 0.139596 0 0.493584 0.93977 0.939815
0.327566 0.357766 0 0.489349 0.207422 0.167845
278 226 0 33 170 250
0.134991 0.139601 0 0.493604 0.939594 0.93986
0.330508 0.356363 0 0.415707 0.0991218 0.109024
398 364 0 43 186 250
0.135002 0.139596 0 0.493603 0.939449 0.939835
0.344974 0.364997 0 0.41688 0.133943 0.167407
430 364 0 46 184 248
0.134992 0.139605 0 0.4936 0.939402 0.939838
0.353699 0.380693 0 0.44181 0.156866 0.12351
503 455 0 50 183 257
0.135001 0.139601 0 0.493603 0.939373 0.939816
0.326085 0.358039 0 0.488421 0.196407 0.153696
471 447 0 55 178 262
0.134996 0.139603 0 0.493599 0.939549 0.939814
0.349264 0.365172 0 0.485823 0.227494 0.186622
595 513 0 41 194 245
0.135003 0.139597 0 0.493602 0.939276 0.939821
0.347469 0.380395 0 0.44856 0.214927 0.17858
507 436 0 62 199 247
0.134998 0.1396 0 0.493603 0.939266 0.939817
0.351814 0.363513 0 0.439816 0.191343 0.177282
392 336 0 45 169 249
0.135004 0.139601 0 0.493602 0.93949 0.939851
0.35302 0.371701 0 0.470266 0.148139 0.118157
560 479 0 51 192 264
0.135002 0.1396 0 0.493601 0.939288 0.939809
0.33156 0.370462 0 0.437218 0.214061 0.184703
415 374 0 50 190 252
0.135005 0.139594 0 0.493601 0.939328 0.939842
0.335471 0.367478 0 0.425249 0.176653 0.129071
517 464 0 58 190 252
0.134995 0.139602 0 0.4936 0.93928 0.939783
0.358397 0.376263 0 0.417836 0.225601 0.217554
668 580 0 71 202 255
0.134987 0.139603 0 0.4936 0.93923 0.939801
0.360086 0.36419 0 0.433002 0.233019 0.192171
509 419 0 54 182 262
0.135004 0.139603 0 0.493599 0.939408 0.939482
0.343014 0.370887 0 0.436549 0.197609 0.192765
604 523 0 60 196 251
0.134991 0.1396 0 0.493608 0.939183 0.939811
0.353012 0.370612 0 0.509831 0.244925 0.167554
557 504 0 56 192 254
0.134998 0.139603 0 0.493592 0.939368 0.939805
0.330155 0.353414 0 0.42973 0.204483 0.184271
559 510 0 53 190 245
0.135005 0.139597 0 0.4936 0.939271 0.939821
0.341194 0.345227 0 0.466877 0.240324 0.165127
519 479 0 61 170 263
0.134989 0.139601 0 0.493604 0.939371 0.939823
0.329753 0.355578 0 0.517191 0.200905 0.1629
475 416 0 47 181 262
0.134992 0.139607 0 0.493603 0.939378 0.939816
0.370178 0.382983 0 0.455386 0.185349 0.154749
509 438 0 55 197 258
0.135009 0.139596 0 0.493593 0.939323 0.93982
0.33803 0.361827 0 0.569126 0.212042 0.176627
540 452 0 57 199 252
0.135002 0.139599 0 0.493606 0.939314 0.939819
0.340886 0.386372 0 0.436313 0.202902 0.160048
595 495 0 45 204 259
0.135 0.1396 0 0.493597 0.939301 0.939822
0.367143 0.381433 0 0.493306 0.243649 0.180697
641 562 0 84 203 249
0.135 0.139594 0 0.493603 0.939201 0.939807
0.344319 0.366881 0 0.442916 0.266256 0.251895
719 617 0 99 206 261
0.135003 0.139595 0 0.493598 0.939098 0.939789
0.325546 0.370006 0 0.495348 0.267041 0.198303
515 448 0 58 188 261
0.134997 0.139603 0 0.493607 0.939309 0.9398
0.328891 0.34445 0 0.482269 0.219449 0.172601
565 470 0 74 186 264
0.135001 0.139598 0 0.493599 0.939316 0.939817
0.355243 0.385277 0 0.4444 0.18665 0.196617
556 520 0 65 184 263
0.134995 0.139596 0 0.493596 0.939251 0.939808
0.360756 0.372369 0 0.43315 0.212884 0.181064
710 609 0 61 192 276
0.134994 0.139598 0 0.493602 0.939212 0.939787
0.334471 0.366657 0 0.46037 0.28518 0.203841
665 556 0 62 191 272
0.134997 0.139599 0 0.493596 0.951722 0.939791
0.3473 0.360331 0 0.429695 0.241967 0.242478
567 520 0 63 185 264
0.134986 0.139597 0 0.493608 0.939279 0.939811
0.342261 0.379629 0 0.40287 0.238619 0.17252
306 294 0 30 191 236
0.135008 0.1396 0 0.493601 0.944286 0.939861
0.344147 0.384673 0 0.505631 0.129362 0.111303
621 529 0 61 200 270
0.134997 0.1396 0 0.4936 0.939247 0.939816
0.340034 0.353455 0 0.501021 0.237514 0.227428
560 486 0 57 188 251
0.135001 0.139598 0 0.493598 0.939282 0.939816
0.353164 0.346249 0 0.509706 0.191637 0.163491
460 433 0 49 188 253
0.134997 0.139592 0 0.493599 0.939324 0.939825
0.349985 0.367064 0 0.482693 0.245006 0.191611
586 478 0 47 202 256
0.135005 0.139596 0 0.493599 0.939219 0.939816
0.349039 0.38344 0 0.437274 0.248077 0.211776
583 486 0 62 193 258
0.135002 0.139595 0 0.493601 0.939319 0.939828
0.32589 0.359074 0 0.517451 0.182425 0.167216
368 318 0 39 191 247
0.134991 0.139599 0 0.493599 0.939495 0.939842
0.352803 0.358534 0 0.511699 0.123174 0.132989
624 556 0 77 202 266
0.134998 0.139591 0 0.493604 0.939154 0.939812
0.353606 0.349761 0 0.512188 0.266523 0.177503
519 468 0 40 183 254
0.134997 0.139599 0 0.493598 0.939374 0.939829
0.325968 0.375644 0 0.398186 0.214208 0.166245
676 612 0 83 199 255
0.134996 0.139598 0 0.4936 0.939225 0.939787
0.341818 0.390329 0 0.428365 0.261101 0.194739
491 429 0 55 191 251
0.134999 0.139606 0 0.4936 0.939365 0.939836
0.336365 0.386234 0 0.562149 0.20213 0.149731
533 445 0 48 204 235
0.134998 0.139594 0 0.493601 0.939303 0.939832
0.343501 0.358765 0 0.432942 0.231517 0.183913
535 460 0 52 181 262
0.134995 0.139603 0 0.493602 0.939393 0.939804
0.345199 0.35854 0 0.483582 0.169093 0.171425
362 321 0 46 175 255
0.134999 0.139596 0 0.493601 0.939397 0.93984
0.354052 0.364909 0 0.480149 0.169844 0.142976
470 435 0 44 192 259
0.135005 0.139606 0 0.4936 0.939323 0.939824
0.346172 0.370176 0 0.432364 0.218453 0.168266
627 547 0 52 194 248
0.135005 0.1396 0 0.493598 0.939457 0.939826
0.359243 0.36993 0 0.502159 0.224351 0.156582
446 384 0 57 184 253
0.135008 0.139608 0 0.493601 0.939408 0.940549
0.32195 0.375754 0 0.457006 0.164758 0.159646
408 356 0 32 180 244
0.134997 0.139598 0 0.4936 0.939463 0.93984
0.344636 0.362527 0 0.403269 0.140517 0.147411
422 370 0 43 177 260
0.135001 0.139604 0 0.493603 0.939343 0.939827
0.34122 0.360195 0 0.484304 0.196522 0.132222
417 391 0 38 192 254
0.135005 0.139602 0 0.493599 0.939399 0.939821
0.327292 0.33798 0 0.526514 0.165906 0.155887
460 409 0 42 194 246
0.135003 0.139598 0 0.493606 0.939338 0.939843
0.309427 0.344073 0 0.428584 0.202368 0.138499
513 408 0 52 202 256
0.134998 0.139605 0 0.493604 0.939301 0.939829
0.33267 0.362816 0 0.459473 0.207287 0.189401
401 343 0 46 194 254
0.135 0.1396 0 0.493598 0.9393 0.939842
0.310024 0.337156 0 0.474654 0.219979 0.149238
421 381 0 43 207 241
0.135003 0.1396 0 0.493598 0.939285 0.939841
0.338659 0.358956 0 0.379127 0.206621 0.139933
481 429 0 48 189 255
0.134998 0.1396 0 0.493599 0.939438 0.939841
0.321344 0.355313 0 0.448334 0.185507 0.156268
445 391 0 42 192 253
0.135 0.139601 0 0.493597 0.939398 0.939838
0.313137 0.375645 0 0.488164 0.198029 0.149151
387 315 0 42 179 254
0.135003 0.139603 0 0.493612 0.939448 0.939843
0.335959 0.373535 0 0.599949 0.141282 0.148795
450 383 0 48 194 252
0.134995 0.139604 0 0.493605 0.939297 0.939819
0.341068 0.35392 0 0.603204 0.234573 0.161429
591 521 0 62 190 251
0.134996 0.139602 0 0.493614 0.939263 0.93982
0.34182 0.35859 0 0.431405 0.24224 0.175007
440 363 0 47 182 257
0.134998 0.139594 0 0.493599 0.939394 0.939804
0.332026 0.366387 0 0.497572 0.193112 0.153831
415 364 0 50 188 256
0.134999 0.1396 0 0.493599 0.939321 0.93984
0.331123 0.354428 0 0.539658 0.186498 0.12614
539 469 0 56 191 251
0.135 0.139605 0 0.493602 0.939416 0.939838
0.34694 0.354649 0 0.467055 0.196123 0.177675
544 471 0 57 185 248
0.135 0.139597 0 0.4936 0.939287 0.93984
0.330629 0.367065 0 0.497839 0.187003 0.177917
470 443 0 64 185 248
0.134985 0.139596 0 0.493595 0.939331 0.939827
0.332343 0.329532 0 0.515426 0.144924 0.162956
603 566 0 66 189 275
0.134995 0.139601 0 0.493602 0.939249 0.939808
0.359881 0.367777 0 0.489683 0.256334 0.208639
495 508 0 58 189 268
0.134999 0.139605 0 0.4936 0.939251 0.939816
0.340354 0.373381 0 0.476895 0.232581 0.197541
319 234 0 30 183 235
0.135001 0.139602 0 0.493604 0.939508 0.939876
0.322892 0.350781 0 0.543476 0.137586 0.0755655
637 511 0 73 196 248
0.134995 0.139592 0 0.4936 0.939307 0.939829
0.360446 0.362178 0 0.505954 0.217277 0.17664
509 435 0 44 191 250
0.135001 0.139599 0 0.493629 0.939343 0.939824
0.331913 0.391944 0 0.495913 0.182199 0.146336
756 632 0 73 198 273
0.135007 0.139603 0 0.4936 0.939153 0.939794
0.33015 0.363909 0 0.444998 0.2304 0.216459
614 554 0 70 212 241
0.134996 0.139603 0 0.4936 0.940945 0.939827
0.336387 0.347303 0 0.438254 0.245009 0.177842
698 574 0 83 205 243
0.135002 0.139598 0 0.4936 0.939194 0.939802
0.371447 0.351391 0 0.445355 0.244279 0.21568
418 359 0 48 181 246
0.134997 0.139609 0 0.493599 0.956041 0.939857
0.344367 0.359407 0 0.515048 0.178638 0.125947
401 359 0 38 189 241
0.135 0.139581 0 0.493602 0.939325 0.939848
0.338812 0.357802 0 0.476102 0.181358 0.120921
661 587 0 60 209 255
0.134998 0.139606 0 0.4936 0.939106 0.939804
0.356722 0.356078 0 0.514897 0.273547 0.201047
553 493 0 48 186 261
0.134999 0.139599 0 0.493599 0.939583 0.939829
0.327399 0.368825 0 0.441504 0.208249 0.172175
518 423 0 61 200 239
0.135004 0.139597 0 0.493602 0.941184 0.939836
0.332729 0.355998 0 0.459278 0.231016 0.148404
676 577 0 71 210 250
0.135007 0.139594 0 0.4936 0.939233 0.939819
0.356037 0.397379 0 0.495766 0.276186 0.216914
579 483 0 69 214 251
0.134998 0.1396 0 0.493599 0.93921 0.939821
0.339909 0.358962 0 0.502701 0.242376 0.180337
461 360 0 49 179 248
0.134997 0.139597 0 0.493599 0.939448 0.93983
0.34361 0.380579 0 0.466751 0.176013 0.174175
472 412 0 53 189 239
0.135003 0.139601 0 0.493607 0.939324 0.939827
0.369414 0.361506 0 0.506059 0.167772 0.153429
432 336 0 36 193 244
0.135002 0.139596 0 0.493609 0.939375 0.939851
0.368125 0.375329 0 0.486034 0.186828 0.12757
332 300 0 32 191 230
0.135008 0.139605 0 0.493599 0.939413 0.939859
0.371395 0.359134 0 0.390538 0.149226 0.131059
457 420 0 43 179 248
0.135005 0.139582 0 0.493584 0.940088 0.939818
0.325342 0.346077 0 0.454349 0.192741 0.150856
429 373 0 37 194 246
0.134995 0.139601 0 0.493599 0.939297 0.939842
0.327994 0.368974 0 0.443635 0.201053 0.134247
605 521 0 69 205 263
0.134999 0.139593 0 0.4936 0.939283 0.9398
0.335304 0.376578 0 0.497004 0.190168 0.211985
485 424 0 46 185 253
0.134997 0.139601 0 0.493597 0.939341 0.939829
0.331013 0.337112 0 0.51265 0.182383 0.132494
466 378 0 39 183 250
0.135003 0.1396 0 0.493599 0.939426 0.939845
0.368883 0.371498 0 0.483767 0.201721 0.152254
402 350 0 39 185 253
0.135003 0.139619 0 0.493596 0.939359 0.940105
0.360114 0.357092 0 0.453392 0.194711 0.145173
419 347 0 48 174 252
0.135002 0.1396 0 0.493598 0.939462 0.939831
0.335114 0.36291 0 0.636955 0.18409 0.119399
751 657 0 63 205 261
0.135001 0.139601 0 0.493597 0.939206 0.93978
0.350249 0.373412 0 0.492713 0.239838 0.222713
593 512 0 77 198 242
0.135007 0.139605 0 0.493592 0.939291 0.939827
0.333887 0.387087 0 0.458661 0.212588 0.170484
660 574 0 59 211 263
0.135002 0.139597 0 0.493599 0.939161 0.939786
0.352064 0.370509 0 0.448664 0.258801 0.186798
498 461 0 50 200 252
0.135001 0.139607 0 0.493601 0.939233 0.939803
0.345636 0.364544 0 0.45696 0.237537 0.187407
397 336 0 54 197 240
0.134999 0.139595 0 0.493601 0.939398 0.939846
0.352121 0.354499 0 0.45582 0.148859 0.114082
399 325 0 35 172 253
0.134998 0.139599 0 0.493597 0.939538 0.93985
0.355005 0.348794 0 0.41033 0.174109 0.143976
580 515 0 60 199 247
0.134989 0.139598 0 0.493603 0.939253 0.939813
0.347535 0.387516 0 0.47333 0.188745 0.190072
666 566 0 69 202 261
0.135002 0.139603 0 0.4936 0.939236 0.939809
0.35114 0.361922 0 0.442855 0.259574 0.231228
692 629 0 83 209 250
0.135006 0.139586 0 0.493603 0.939184 0.939805
0.364961 0.365 0 0.518013 0.260504 0.229519
498 420 0 56 199 240
0.135001 0.1396 0 0.493598 0.93931 0.939832
0.336881 0.367812 0 0.432563 0.203826 0.157322
525 471 0 55 182 250
0.135007 0.139603 0 0.4936 0.939376 0.939809
0.343636 0.363136 0 0.370423 0.212947 0.164421
447 396 0 49 191 248
0.134998 0.139596 0 0.493506 0.93934 0.939827
0.335938 0.380124 0 0.592362 0.16889 0.166124
561 520 0 57 172 267
0.134997 0.139601 0 0.493601 0.939348 0.939809
0.338075 0.354989 0 0.506398 0.175955 0.167132
627 543 0 61 187 253
0.134999 0.139596 0 0.493605 0.939233 0.939811
0.343944 0.368006 0 0.472931 0.239529 0.20479
591 496 0 68 189 252
0.135002 0.139601 0 0.4936 0.939288 0.939808
0.333138 0.36197 0 0.517256 0.234924 0.205085
746 655 0 71 212 261
0.134992 0.139606 0 0.493601 0.939154 0.9398
0.350305 0.37515 0 0.489097 0.263057 0.208577
609 543 0 66 205 251
0.134996 0.139596 0 0.493599 0.939753 0.939824
0.35308 0.349026 0 0.519378 0.248477 0.195789
687 624 0 65 211 263
0.135 0.139601 0 0.493599 0.939129 0.939796
0.34403 0.365971 0 0.436191 0.253069 0.216288
404 373 0 43 172 255
0.134996 0.139597 0 0.493595 0.939499 0.939831
0.320608 0.349929 0 0.430279 0.131948 0.141183
536 491 0 54 195 259
0.135001 0.139614 0 0.493603 0.939262 0.939805
0.356409 0.370536 0 0.484934 0.213859 0.184418
705 573 0 63 197 269
0.135002 0.139603 0 0.493604 0.939225 0.939803
0.327014 0.353922 0 0.449836 0.270111 0.196347
413 393 0 46 188 259
0.134999 0.139596 0 0.493602 0.939395 0.939827
0.36549 0.368026 0 0.441399 0.173031 0.149705
664 577 0 76 197 267
0.134993 0.139599 0 0.493596 0.939244 0.939787
0.321702 0.365931 0 0.463103 0.195554 0.200313
534 446 0 61 200 247
0.134997 0.139612 0 0.493599 0.939227 0.939848
0.338849 0.363835 0 0.521485 0.263353 0.137566
525 465 0 57 191 254
0.135004 0.139599 0 0.493601 0.939336 0.939825
0.348578 0.376233 0 0.513785 0.186812 0.172918
623 557 0 51 199 253
0.135 0.139598 0 0.493586 0.939164 0.939835
0.323312 0.367188 0 0.405884 0.235322 0.181315
627 465 0 65 194 251
0.135004 0.1396 0 0.493601 0.939369 0.939826
0.339192 0.378819 0 0.48051 0.171158 0.164293
454 417 0 59 195 249
0.135 0.139603 0 0.493611 0.939317 0.940466
0.344038 0.361449 0 0.363126 0.203736 0.170309
530 445 0 52 187 257
0.135 0.139602 0 0.493589 0.939376 0.939809
0.336614 0.368773 0 0.558458 0.1649 0.170518
544 441 0 56 202 245
0.135001 0.139596 0 0.493597 0.939303 0.939828
0.344815 0.366536 0 0.483887 0.200785 0.182463
314 268 0 26 179 240
0.134993 0.1396 0 0.493599 0.93949 0.939849
0.345312 0.356818 0 0.461547 0.128514 0.103977
421 332 0 51 178 243
0.135001 0.139603 0 0.493598 0.939487 0.939848
0.308707 0.360734 0 0.521358 0.128042 0.117706
437 388 0 48 186 244
0.134998 0.139606 0 0.4936 0.939528 0.939838
0.293358 0.338252 0 0.518619 0.214178 0.125947
392 340 0 39 187 257
0.134995 0.139607 0 0.493599 0.939386 0.939838
0.356154 0.351147 0 0.470259 0.186494 0.162787
490 429 0 65 180 253
0.135001 0.139602 0 0.4936 0.939386 0.939841
0.358342 0.363191 0 0.553041 0.222529 0.163225
602 500 0 65 198 257
0.134999 0.139604 0 0.493603 0.939239 0.939812
0.332548 0.345633 0 0.501243 0.204918 0.211218
482 428 0 55 189 257
0.135 0.139609 0 0.493601 0.93934 0.939807
0.342797 0.372708 0 0.440504 0.190088 0.204497
490 422 0 48 184 242
0.134999 0.139605 0 0.493596 0.93937 0.939835
0.307 0.343915 0 0.398954 0.178023 0.13126
446 406 0 61 191 251
0.135004 0.139597 0 0.493604 0.939344 0.939831
0.368606 0.363001 0 0.518203 0.186606 0.150935
682 588 0 86 203 261
0.134998 0.139598 0 0.4936 0.939165 0.939806
0.347682 0.361394 0 0.499272 0.296462 0.219049
455 362 0 42 183 245
0.135008 0.139598 0 0.493615 0.939324 0.939835
0.326568 0.379933 0 0.499983 0.20291 0.116111
436 374 0 44 184 251
0.135004 0.1396 0 0.493598 0.939376 0.939833
0.34772 0.362548 0 0.451203 0.189717 0.143813
431 394 0 34 184 243
0.134999 0.1396 0 0.493602 0.939419 0.939819
0.342946 0.362183 0 0.45221 0.170322 0.164913
521 449 0 50 191 257
0.134989 0.139601 0 0.4936 0.939295 0.939834
0.358083 0.358466 0 0.437237 0.22876 0.173094
430 391 0 52 172 266
0.135001 0.139601 0 0.493602 0.939462 0.93983
0.339467 0.363318 0 0.521246 0.159417 0.172517
486 428 0 54 181 250
0.134999 0.139599 0 0.493602 0.939395 0.939807
0.338185 0.364066 0 0.50414 0.183399 0.149407
518 469 0 52 203 251
0.134998 0.139593 0 0.493598 0.939312 0.939821
0.334109 0.353807 0 0.336741 0.247839 0.16063
563 469 0 57 184 249
0.134999 0.139595 0 0.493584 0.939319 0.940149
0.335616 0.354799 0 0.420035 0.187921 0.125229
409 387 0 47 174 264
0.135003 0.13961 0 0.493601 0.939634 0.939838
0.341626 0.346616 0 0.454535 0.138112 0.153402
616 539 0 61 192 263
0.134991 0.139604 0 0.493612 0.939238 0.939802
0.331093 0.34825 0 0.439717 0.208928 0.227087
298 251 0 31 178 239
0.134998 0.1396 0 0.493607 0.939532 0.939851
0.3316 0.336497 0 0.500567 0.11505 0.0907873
688 618 0 57 201 263
0.135 0.139604 0 0.493599 0.939221 0.939801
0.385144 0.378181 0 0.570976 0.247318 0.199691
589 494 0 78 192 259
0.134997 0.139601 0 0.493602 0.939212 0.939801
0.345464 0.36819 0 0.396387 0.230889 0.174874
440 383 0 43 191 240
0.134999 0.139597 0 0.493598 0.939395 0.939843
0.338982 0.356837 0 0.510025 0.205742 0.12227
547 485 0 53 195 254
0.134999 0.139597 0 0.493592 0.939288 0.939832
0.356777 0.367732 0 0.484067 0.248745 0.170145
455 396 0 59 187 266
0.135 0.139603 0 0.493598 0.939249 0.939828
0.324943 0.363763 0 0.610892 0.237293 0.17206
472 425 0 62 194 252
0.135001 0.139602 0 0.493602 0.939383 0.939829
0.35101 0.339679 0 0.473748 0.180044 0.146882
378 350 0 42 162 261
0.135005 0.139596 0 0.493604 0.939481 0.939841
0.321384 0.393548 0 0.462934 0.167394 0.119203
