pi0_count	pi+_count	kaon0_count	kaon+_count	proton_count	neutron_count
pi0_mass	pi+_mass	kaon0_mass	kaon+_mass	proton_mass	neutron_mass
pi0_pt	pi+_pt	kaon0_pt	kaon+_pt	proton_pt	neutron_pt
0.135003 0.139594 0 0.493602 0.939296 0.939836
0.315012 0.373211 0 0.548203 0.213811 0.114495
432 398 0 45 176 270
0.134992 0.1396 0 0.493596 0.93942 0.939826
0.3319 0.37653 0 0.442685 0.185933 0.187881
421 367 0 45 208 244
0.135006 0.139589 0 0.493604 0.939231 0.939804
0.304043 0.368146 0 0.494355 0.238626 0.132448
527 486 0 54 174 269
0.134998 0.139599 0 0.493604 0.93934 0.939809
0.342947 0.383977 0 0.441687 0.207203 0.185688
437 394 0 37 185 254
0.134998 0.1396 0 0.493598 0.939399 0.939833
0.360102 0.384212 0 0.424688 0.168581 0.150962
528 439 0 57 182 251
0.134982 0.139601 0 0.493596 0.939335 0.939828
0.32608 0.360621 0 0.479574 0.195467 0.135056
395 371 0 34 181 251
0.134997 0.139595 0 0.493602 0.93939 0.939843
0.357428 0.358598 0 0.445678 0.187334 0.116653
503 436 0 55 177 264
0.135003 0.139598 0 0.4936 0.939368 0.939836
0.330349 0.39278 0 0.53617 0.191095 0.13415
438 397 0 52 195 258
0.135005 0.139601 0 0.4936 0.939311 0.939836
0.345943 0.368185 0 0.5176 0.222293 0.155091
810 692 0 90 192 259
0.135 0.139597 0 0.4936 0.93917 0.939806
0.328085 0.37191 0 0.439912 0.251804 0.215447
580 505 0 54 194 248
0.135 0.139596 0 0.493601 0.939283 0.939829
0.334804 0.351572 0 0.474164 0.183205 0.159486
465 399 0 55 187 253
0.134995 0.139602 0 0.493602 0.939343 0.939833
0.348246 0.355245 0 0.426785 0.226498 0.140361
653 595 0 77 204 250
0.135002 0.139598 0 0.493599 0.939237 0.939822
0.339436 0.379891 0 0.481682 0.261726 0.155438
411 330 0 41 191 271
0.135004 0.139605 0 0.493603 0.939382 0.940203
0.349457 0.353469 0 0.478563 0.186906 0.153607
705 604 0 67 209 259
0.134999 0.1396 0 0.493597 0.939158 0.93979
0.342817 0.379331 0 0.426263 0.27806 0.201962
579 489 0 56 187 251
0.134993 0.139603 0 0.493597 0.939296 0.93981
0.333201 0.34958 0 0.487588 0.189298 0.141607
557 469 0 67 208 246
0.134999 0.139593 0 0.493599 0.939253 0.939829
0.352331 0.392497 0 0.44837 0.254226 0.164679
384 318 0 31 179 243
0.134992 0.139603 0 0.493602 0.939453 0.939839
0.31838 0.351245 0 0.43678 0.173332 0.118218
504 475 0 60 198 261
0.134979 0.139601 0 0.493604 0.939317 0.93982
0.34899 0.36713 0 0.560579 0.217618 0.193068
526 421 0 58 192 262
0.135 0.139601 0 0.493602 0.939284 0.939827
0.335111 0.359278 0 0.473274 0.227076 0.151101
412 392 0 60 173 253
0.135001 0.139608 0 0.4936 0.939416 0.939842
0.332937 0.336977 0 0.481999 0.19035 0.140374
393 344 0 46 183 248
0.135002 0.139597 0 0.493602 0.939437 0.939859
0.371511 0.357164 0 0.558476 0.180424 0.120784
434 342 0 50 181 257
0.135 0.139605 0 0.493599 0.939369 0.939849
0.322217 0.360379 0 0.536909 0.16304 0.125866
521 496 0 70 211 238
0.135007 0.139604 0 0.493598 0.939234 0.939825
0.350672 0.376218 0 0.538933 0.201228 0.150068
593 530 0 54 204 261
0.135 0.139599 0 0.4936 0.939202 0.939813
0.327642 0.363533 0 0.45379 0.219251 0.172012
631 534 0 64 197 261
0.135 0.139611 0 0.4936 0.939144 0.939804
0.330775 0.372742 0 0.461359 0.269746 0.202056
616 541 0 75 201 256
0.135011 0.139602 0 0.493604 0.939224 0.939817
0.355549 0.376241 0 0.424196 0.235286 0.202189
409 353 0 51 187 255
0.135004 0.139589 0 0.4936 0.939403 0.939841
0.333244 0.359211 0 0.461823 0.179715 0.134391
477 394 0 47 190 246
0.135002 0.139594 0 0.493593 0.939351 0.939824
0.323461 0.333605 0 0.51206 0.172997 0.164246
686 604 0 74 190 249
0.134999 0.139595 0 0.493596 0.93915 0.939784
0.333198 0.362852 0 0.484253 0.284287 0.187356
677 574 0 74 214 262
0.134998 0.139593 0 0.493611 0.939137 0.939803
0.343875 0.361082 0 0.48499 0.26346 0.213331
487 422 0 43 186 253
0.134996 0.139603 0 0.493601 0.939338 0.939824
0.349468 0.360579 0 0.471275 0.192014 0.170207
662 571 0 62 186 267
0.135007 0.1396 0 0.4936 0.939206 0.939796
0.364873 0.38092 0 0.453893 0.266654 0.179628
472 385 0 45 195 238
0.134997 0.139608 0 0.493602 0.939339 0.939845
0.351857 0.367623 0 0.521994 0.174937 0.147799
548 497 0 64 206 248
0.135 0.1396 0 0.493596 0.939241 0.939826
0.3509 0.367598 0 0.503867 0.260936 0.175544
477 464 0 68 181 250
0.134998 0.139599 0 0.493599 0.939379 0.942506
0.330943 0.342642 0 0.444765 0.198275 0.16672
500 446 0 57 192 265
0.134998 0.139601 0 0.493599 0.939258 0.939805
0.341005 0.366621 0 0.496964 0.18932 0.197385
547 456 0 54 183 265
0.135002 0.139593 0 0.4936 0.939295 0.939825
0.355131 0.360259 0 0.37747 0.255506 0.175963
538 469 0 56 193 260
0.134998 0.139596 0 0.493604 0.939269 0.939794
0.345786 0.363037 0 0.530641 0.198831 0.210556
394 304 0 34 179 252
0.134996 0.139593 0 0.493603 0.939378 0.939841
0.334063 0.328572 0 0.441039 0.186832 0.132983
351 332 0 38 185 242
0.134998 0.139601 0 0.4936 0.939502 0.939858
0.315359 0.360791 0 0.443465 0.164194 0.115184
429 377 0 40 189 254
0.134997 0.139599 0 0.493597 0.939353 0.939834
0.3394 0.351952 0 0.604549 0.21167 0.146203
624 567 0 51 200 258
0.135002 0.139603 0 0.493594 0.939221 0.939807
0.344981 0.379872 0 0.500913 0.235919 0.17884
539 527 0 76 189 250
0.135005 0.139592 0 0.493599 0.939269 0.939822
0.351723 0.381566 0 0.477093 0.187136 0.163886
471 409 0 56 193 253
0.134996 0.139604 0 0.493606 0.939322 0.93985
0.338757 0.361043 0 0.536138 0.204159 0.147622
499 454 0 58 185 266
0.135 0.139595 0 0.493599 0.939304 0.939822
0.321227 0.360559 0 0.431322 0.231779 0.169333
400 337 0 48 191 250
0.134996 0.1396 0 0.493597 0.93942 0.939853
0.332888 0.344644 0 0.424767 0.181281 0.158975
594 506 0 79 199 251
0.135 0.139603 0 0.493601 0.93924 0.939801
0.350191 0.380045 0 0.45467 0.214508 0.173409
585 459 0 40 192 261
0.134999 0.1396 0 0.493589 0.939304 0.939846
0.343102 0.348185 0 0.458865 0.211837 0.143076
593 515 0 72 193 253
0.135002 0.1396 0 0.493598 0.939173 0.939819
0.336089 0.358905 0 0.412752 0.270221 0.163743
486 432 0 56 192 245
0.135 0.139603 0 0.493597 0.939325 0.939837
0.324012 0.363414 0 0.40734 0.203432 0.136786
373 342 0 38 186 242
0.134996 0.139597 0 0.493601 0.939534 0.93986
0.344494 0.387843 0 0.46597 0.114098 0.103101
459 440 0 41 193 249
0.135004 0.139598 0 0.493602 0.9393 0.939827
0.324478 0.379942 0 0.521517 0.224741 0.135948
382 338 0 31 171 243
0.135021 0.139603 0 0.4936 0.939499 0.939846
0.303828 0.339855 0 0.458817 0.131552 0.135366
489 441 0 52 192 245
0.135004 0.139598 0 0.493606 0.939414 0.939824
0.346358 0.349195 0 0.533733 0.176837 0.165235
550 423 0 56 192 252
0.134999 0.139603 0 0.493596 0.939341 0.939825
0.352892 0.367942 0 0.442068 0.203368 0.152369
491 364 0 48 183 246
0.135002 0.139601 0 0.4936 0.939414 0.939843
0.351527 0.385127 0 0.485272 0.1718 0.145279
493 433 0 59 175 256
0.134998 0.139598 0 0.493596 0.939383 0.939834
0.355143 0.365994 0 0.579498 0.183703 0.135521
503 419 0 62 193 248
0.135003 0.139595 0 0.4936 0.939366 0.939827
0.353017 0.327515 0 0.435464 0.193886 0.14449
331 295 0 30 181 258
0.135001 0.139603 0 0.493598 0.939413 0.939849
0.325038 0.361316 0 0.488221 0.176365 0.156058
374 334 0 37 180 251
0.135002 0.139599 0 0.493604 0.939461 0.939852
0.347847 0.388271 0 0.498465 0.168756 0.138942
437 396 0 54 209 236
0.135009 0.139606 0 0.493599 0.942547 0.939832
0.337544 0.346932 0 0.401671 0.219977 0.130742
674 622 0 69 207 260
0.134998 0.139603 0 0.493599 0.939107 0.93981
0.339871 0.360181 0 0.407466 0.248161 0.187581
525 466 0 57 191 259
0.134997 0.139598 0 0.493598 0.939335 0.939818
0.333459 0.371888 0 0.469942 0.184772 0.199133
543 461 0 48 188 260
0.134999 0.139604 0 0.493608 0.939342 0.939824
0.332442 0.36317 0 0.431838 0.205893 0.16423
566 522 0 50 200 250
0.135007 0.139601 0 0.493598 0.939264 0.939823
0.344187 0.376678 0 0.420815 0.220834 0.142232
501 419 0 50 201 248
0.135 0.139592 0 0.4936 0.939341 0.93983
0.366065 0.38137 0 0.441233 0.194877 0.140956
423 415 0 45 189 247
0.135009 0.139606 0 0.493599 0.939328 0.939857
0.330915 0.384736 0 0.553861 0.192409 0.122088
354 301 0 42 176 235
0.135005 0.139594 0 0.493604 0.940592 0.939866
0.340355 0.349671 0 0.484884 0.147716 0.105131
601 476 0 58 200 253
0.135004 0.139603 0 0.493602 0.939193 0.939799
0.338703 0.3796 0 0.499533 0.240229 0.197625
660 535 0 73 194 251
0.134988 0.139608 0 0.493598 0.939196 0.939803
0.322945 0.37069 0 0.455125 0.23095 0.171627
500 432 0 69 187 252
0.135 0.139606 0 0.493601 0.939403 0.939825
0.341163 0.369415 0 0.407889 0.176674 0.165077
670 596 0 61 190 268
0.134998 0.139598 0 0.493599 0.939254 0.939812
0.341731 0.352569 0 0.517861 0.289839 0.180523
643 525 0 58 206 257
0.134997 0.1396 0 0.493599 0.939498 0.939803
0.348234 0.380477 0 0.461991 0.245932 0.205511
537 474 0 57 190 248
0.134999 0.139598 0 0.493606 0.939347 0.93983
0.348601 0.354816 0 0.421757 0.181716 0.174863
534 462 0 56 181 258
0.134993 0.139592 0 0.4936 0.939359 0.939824
0.345683 0.385426 0 0.453647 0.187928 0.174928
819 741 0 85 216 263
0.135003 0.1396 0 0.4936 0.939096 0.939801
0.346756 0.353138 0 0.474829 0.254816 0.238987
393 311 0 35 176 247
0.13501 0.139611 0 0.493602 0.939482 0.939849
0.335299 0.363206 0 0.410363 0.154753 0.12364
387 362 0 38 172 253
0.135005 0.139602 0 0.493599 0.939485 0.939836
0.309254 0.382475 0 0.522682 0.149741 0.129245
366 326 0 48 178 241
0.135005 0.1396 0 0.493599 0.939449 0.939853
0.32949 0.364547 0 0.453613 0.165497 0.120257
605 516 0 59 189 254
0.135001 0.139605 0 0.4936 0.939229 0.939811
0.347757 0.36714 0 0.498088 0.250186 0.166412
554 476 0 65 190 264
0.134988 0.139596 0 0.493602 0.93934 0.939816
0.352519 0.374604 0 0.44494 0.195712 0.210348
456 355 0 46 184 244
0.135 0.139598 0 0.493596 0.939351 0.940074
0.309055 0.345775 0 0.469085 0.19436 0.137698
485 421 0 41 195 247
0.135006 0.139599 0 0.4936 0.939214 0.939828
0.323097 0.336425 0 0.360815 0.214444 0.151614
477 396 0 43 186 248
0.135004 0.139601 0 0.4936 0.939376 0.93985
0.328315 0.364591 0 0.479945 0.174368 0.123656
632 549 0 72 183 259
0.135 0.139604 0 0.493597 0.939322 0.939832
0.322351 0.371643 0 0.439038 0.239393 0.170752
804 698 0 85 198 269
0.135003 0.139603 0 0.493601 0.939126 0.939793
0.342785 0.371114 0 0.465114 0.290087 0.253515
554 465 0 68 197 258
0.135005 0.139602 0 0.493599 0.939247 0.939815
0.325124 0.351116 0 0.47884 0.221077 0.181107
470 436 0 64 181 262
0.134995 0.139591 0 0.4936 0.93934 0.939835
0.356825 0.355172 0 0.462616 0.204113 0.162461
488 460 0 53 180 264
0.135002 0.139599 0 0.493602 0.949087 0.939841
0.340272 0.382854 0 0.482258 0.193355 0.154559
483 393 0 57 181 249
0.135002 0.139596 0 0.493596 0.93941 0.939821
0.330893 0.343617 0 0.470964 0.140459 0.132205
542 460 0 51 192 258
0.134996 0.139599 0 0.493605 0.939318 0.939838
0.355361 0.349256 0 0.509154 0.225603 0.157174
396 333 0 43 182 242
0.135002 0.139599 0 0.493597 0.939422 0.939841
0.344325 0.347323 0 0.448108 0.159796 0.103065
563 519 0 76 184 261
0.135007 0.139607 0 0.493601 0.93928 0.9398
0.330484 0.343443 0 0.479678 0.1963 0.190586
463 413 0 49 209 238
0.135 0.139608 0 0.493598 0.939295 0.939827
0.356088 0.346813 0 0.560666 0.188207 0.150817
648 530 0 61 180 249
0.135 0.139596 0 0.493626 0.939235 0.939814
0.317928 0.359997 0 0.468813 0.225085 0.181571
563 519 0 52 187 249
0.135001 0.139602 0 0.493604 0.939312 0.939823
0.323969 0.372011 0 0.492972 0.189456 0.161156
543 446 0 50 189 251
0.135004 0.139602 0 0.493607 0.939348 0.939827
0.343908 0.345108 0 0.430538 0.190382 0.156986
456 379 0 49 193 237
0.135003 0.139606 0 0.493597 0.9394 0.939827
0.342258 0.351871 0 0.443352 0.202957 0.144628
406 344 0 56 165 254
0.135004 0.1396 0 0.4936 0.939444 0.939848
0.338279 0.384467 0 0.433514 0.152514 0.123019
672 580 0 64 195 272
0.135006 0.139597 0 0.493613 0.939286 0.939796
0.334792 0.375242 0 0.487568 0.2798 0.2123
464 424 0 53 195 246
0.135003 0.139599 0 0.493599 0.939322 0.939826
0.33959 0.351173 0 0.402718 0.184387 0.133273
571 531 0 55 184 255
0.135005 0.139601 0 0.493614 0.939313 0.941466
0.325877 0.36978 0 0.459959 0.209364 0.171528
548 488 0 59 190 245
0.135 0.139597 0 0.4936 0.939272 0.939844
0.32268 0.357124 0 0.443355 0.24363 0.127517
446 388 0 51 177 253
0.135 0.139601 0 0.4936 0.939424 0.939831
0.329238 0.368456 0 0.48392 0.20179 0.155346
499 436 0 42 178 263
0.135221 0.139603 0 0.493593 0.939414 0.939798
0.341386 0.348468 0 0.475406 0.172231 0.162726
599 529 0 51 197 242
0.134999 0.1396 0 0.4936 0.939291 0.939826
0.337718 0.363704 0 0.496576 0.204527 0.174104
464 412 0 40 190 255
0.135004 0.1396 0 0.493601 0.939363 0.939835
0.319088 0.327536 0 0.543857 0.179823 0.146706
458 397 0 48 177 247
0.135004 0.139593 0 0.493597 0.939467 0.939826
0.322885 0.365915 0 0.540203 0.139815 0.151313
627 525 0 60 204 244
0.135006 0.139599 0 0.493601 0.939221 0.939833
0.332199 0.365669 0 0.467786 0.24417 0.146018
484 408 0 51 189 247
0.135002 0.139603 0 0.493602 0.939367 0.939852
0.348816 0.3366 0 0.435577 0.213824 0.132359
447 410 0 46 192 255
0.134996 0.139601 0 0.493601 0.939335 0.939834
0.346389 0.363039 0 0.516434 0.206089 0.142632
495 489 0 65 192 254
0.134997 0.1396 0 0.493598 0.939315 0.939812
0.37456 0.367423 0 0.538761 0.202305 0.173469
417 367 0 35 181 255
0.135 0.139594 0 0.493598 0.939399 0.939822
0.34885 0.33715 0 0.441074 0.152758 0.128706
787 606 0 56 207 250
0.135003 0.139602 0 0.493599 0.939151 0.939812
0.34621 0.368206 0 0.578574 0.259243 0.215439
494 417 0 41 174 255
0.135004 0.139606 0 0.493599 0.939477 0.939824
0.342581 0.33827 0 0.438179 0.152231 0.18148
553 455 0 60 208 242
0.135001 0.139602 0 0.49361 0.939246 0.939835
0.341755 0.348724 0 0.493021 0.245417 0.169973
484 402 0 45 193 243
0.135 0.1396 0 0.493597 0.939355 0.939848
0.346603 0.369556 0 0.563297 0.208785 0.138967
740 561 0 76 199 259
0.135 0.139597 0 0.4936 0.939206 0.939827
0.332357 0.383457 0 0.432906 0.26695 0.167808
641 564 0 82 191 259
0.134999 0.139601 0 0.493599 0.939123 0.939807
0.327153 0.366173 0 0.447972 0.273179 0.190672
746 663 0 68 207 266
0.134997 0.1396 0 0.493607 0.939168 0.939786
0.342925 0.354761 0 0.485464 0.272501 0.22163
474 396 0 53 204 232
0.135003 0.139603 0 0.493599 0.939362 0.939835
0.343926 0.362466 0 0.51132 0.211204 0.177547
478 399 0 55 192 246
0.134997 0.139603 0 0.493598 0.939349 0.939838
0.330681 0.348938 0 0.487677 0.211971 0.148251
411 349 0 45 188 254
0.135 0.139607 0 0.493604 0.939431 0.939842
0.338875 0.385929 0 0.441883 0.185848 0.16592
608 514 0 65 192 239
0.134999 0.139596 0 0.4936 0.939321 0.939831
0.346217 0.355999 0 0.423065 0.225473 0.134274
467 438 0 37 177 265
0.134993 0.13959 0 0.493598 0.939301 0.939821
0.337392 0.376155 0 0.452489 0.184975 0.128593
670 604 0 75 194 268
0.135001 0.139602 0 0.493601 0.939154 0.939801
0.340019 0.361899 0 0.59835 0.27308 0.221272
462 341 0 35 181 243
0.134996 0.139603 0 0.493605 0.939435 0.939846
0.327018 0.361999 0 0.412829 0.16993 0.108718
432 387 0 52 173 261
0.134986 0.139599 0 0.4936 0.939476 0.939824
0.355 0.363849 0 0.501769 0.140567 0.150213
737 636 0 81 194 259
0.135004 0.139601 0 0.493596 0.939176 0.939815
0.329888 0.358495 0 0.456733 0.263416 0.183451
520 433 0 48 190 259
0.135005 0.139599 0 0.493599 0.939342 0.939823
0.324637 0.370889 0 0.478919 0.209375 0.189626
451 394 0 63 180 248
0.135001 0.139585 0 0.493599 0.939434 0.939818
0.36335 0.399012 0 0.483073 0.193119 0.19274
575 495 0 62 210 253
0.134999 0.1396 0 0.493602 0.939269 0.939828
0.338057 0.381126 0 0.506155 0.236235 0.17238
640 576 0 66 194 245
0.135 0.1396 0 0.4936 0.939309 0.939807
0.34925 0.364228 0 0.503728 0.217898 0.196252
451 381 0 35 192 256
0.135002 0.139601 0 0.493603 0.93942 0.939832
0.335722 0.371312 0 0.470952 0.181171 0.170706
528 432 0 67 190 243
0.135005 0.139599 0 0.493601 0.93931 0.939855
0.345805 0.357066 0 0.579759 0.18284 0.111633
553 490 0 52 189 255
0.135002 0.139598 0 0.493607 0.939285 0.939817
0.355254 0.38281 0 0.581432 0.240286 0.157456
577 465 0 62 189 262
0.134999 0.139599 0 0.493597 0.939262 0.9398
0.330225 0.358043 0 0.474273 0.196876 0.160607
562 494 0 60 209 237
0.135003 0.139608 0 0.493596 0.939173 0.939828
0.344731 0.352654 0 0.446233 0.258654 0.143868
541 501 0 55 197 255
0.134997 0.139601 0 0.493602 0.939229 0.939828
0.329605 0.360052 0 0.508984 0.242688 0.184239
642 568 0 73 213 258
0.135 0.139594 0 0.493599 0.939103 0.939798
0.350983 0.367219 0 0.435303 0.280106 0.248428
462 446 0 48 197 252
0.135002 0.139603 0 0.493604 0.939281 0.939813
0.33005 0.341912 0 0.471538 0.199229 0.164544
414 352 0 43 190 234
0.134994 0.139598 0 0.4936 0.939381 0.93985
0.351271 0.359232 0 0.478909 0.157539 0.130988
543 465 0 58 180 240
0.134992 0.139602 0 0.493598 0.939424 0.939843
0.330265 0.376604 0 0.461569 0.17063 0.134755
462 411 0 42 195 250
0.135 0.139595 0 0.4936 0.939333 0.939843
0.335511 0.360636 0 0.453697 0.204018 0.151065
378 323 0 32 185 252
0.135011 0.139606 0 0.493605 0.93934 0.93985
0.351764 0.33133 0 0.416912 0.187673 0.143536
477 424 0 45 177 254
0.134997 0.139603 0 0.4936 0.939396 0.939841
0.322342 0.348785 0 0.436834 0.187871 0.147763
331 304 0 40 176 247
0.134993 0.139599 0 0.493595 0.939514 0.939846
0.368727 0.369026 0 0.437206 0.120335 0.136566
458 404 0 48 184 249
0.134996 0.1396 0 0.493597 0.93936 0.93982
0.348528 0.361336 0 0.418956 0.186217 0.146376
474 388 0 41 184 243
0.135014 0.139603 0 0.493605 0.939496 0.939833
0.349565 0.347751 0 0.413342 0.114222 0.179879
278 228 0 28 176 241
0.135015 0.139598 0 0.493602 0.939551 0.939856
0.320836 0.340241 0 0.36349 0.085966 0.126353
580 508 0 65 192 258
0.135005 0.1396 0 0.493598 0.939289 0.939823
0.330354 0.36486 0 0.469344 0.220297 0.161255
435 403 0 44 193 246
0.135003 0.1396 0 0.493601 0.939366 0.939825
0.34591 0.377502 0 0.37311 0.165797 0.14739
511 450 0 57 193 260
0.135002 0.1396 0 0.4936 0.939319 0.939836
0.322907 0.378251 0 0.460805 0.215252 0.150655
612 531 0 55 195 262
0.135006 0.139602 0 0.493598 0.939168 0.939805
0.336381 0.380573 0 0.560632 0.230322 0.221587
499 410 0 49 185 262
0.134991 0.1396 0 0.493602 0.939356 0.939811
0.321283 0.361735 0 0.488146 0.196903 0.167776
669 594 0 59 203 265
0.134999 0.139606 0 0.493595 0.93915 0.939811
0.326402 0.350742 0 0.40995 0.282757 0.189976
456 418 0 57 184 261
0.134999 0.1396 0 0.493601 0.93939 0.939842
0.35081 0.365403 0 0.447842 0.192504 0.171084
621 505 0 62 196 252
0.135005 0.139601 0 0.493601 0.939309 0.939817
0.346788 0.381727 0 0.464262 0.218502 0.184673
516 435 0 46 184 264
0.135001 0.139602 0 0.493594 0.939379 0.939822
0.328565 0.37082 0 0.454002 0.179304 0.154328
546 458 0 35 183 258
0.135015 0.139601 0 0.493591 0.939349 0.939824
0.344012 0.360222 0 0.421836 0.172686 0.166929
579 473 0 45 194 253
0.135001 0.139604 0 0.493589 0.939287 0.939825
0.325476 0.364736 0 0.382154 0.238849 0.168983
314 283 0 30 181 258
0.134998 0.139603 0 0.493588 0.939416 0.939839
0.330732 0.357718 0 0.548264 0.154787 0.120929
293 286 0 31 178 253
0.134987 0.139605 0 0.493601 0.939534 0.939856
0.347796 0.355825 0 0.483207 0.153582 0.114961
454 410 0 49 169 264
0.135004 0.139602 0 0.493588 0.939344 0.939817
0.347678 0.340601 0 0.421665 0.213653 0.147096
702 630 0 76 189 271
0.135002 0.139596 0 0.4936 0.93924 0.939806
0.346943 0.361673 0 0.496007 0.21808 0.209121
536 425 0 41 184 249
0.135 0.139602 0 0.493588 0.939331 0.939819
0.326136 0.361893 0 0.46892 0.200449 0.143752
602 524 0 60 187 267
0.134997 0.139596 0 0.4936 0.939343 0.939794
0.345995 0.373294 0 0.472929 0.16635 0.21438
Total number of events: 1000
